id	title	description	link	image_link	additional_image_link	availability	price	sale_price	brand	gtin	mpn	condition	identifier_exists	google_product_category	product_type	shipping_weight	multipack	is_bundle	age_group	adult	country_of_origin	manufacturer	custom_label_0	custom_label_1	custom_label_2	custom_label_3	custom_label_4
KD-027	Halal Sausages 'For Breakfast' without casing 45 g — Kazan Delicacies	Halal Sausages 'For Breakfast' without casing 45 g — Kazan Delicacies. SKU: KD-027. Article: 995004. Catalog classification: Refrigerated Products / Boiled Sausages. Net weight: 0.5 kg. Shelf life: 30 суток. Storage: 0-6 ˚C. Casing: есть. HS code: 160100. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request.	https://pepperoni.tatar/en/products/kd-027	https://pepperoni.tatar/og-pepperoni-en.png		in_stock	200.00 RUB		Kazan Delicacies	4680638721308	995004	new	yes	5740	Refrigerated Products > Boiled Sausages > Halal Sausages 'For Breakfast' without casing 45 g — Kazan Delicacies	0.500 kg		no	adult	no	RU	Kazan Delicacies	halal	refrigerated	Boiled Sausages		halal-#614A/2024
KD-028	Juicy Premium Halal Sausages (0.5 kg) — Kazan Delicacies	Juicy Premium Halal Sausages (0.5 kg) — Kazan Delicacies. SKU: KD-028. Article: 999946. Catalog classification: Refrigerated Products / Hams. Net weight: 0.5 kg. Shelf life: 30 суток. Storage: 0-6 ˚C. HS code: 160100. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request.	https://pepperoni.tatar/en/products/kd-028	https://pepperoni.tatar/images/products/kd-028-main.jpg?v=10d50419	https://pepperoni.tatar/images/products/kd-028-pack.jpg?v=766f0dc1	in_stock	380.00 RUB		Kazan Delicacies	4680638720554	999946	new	yes	431	Refrigerated Products > Hams > Juicy Premium Halal Sausages (0.5 kg) — Kazan Delicacies	0.500 kg		no	adult	no	RU	Kazan Delicacies	halal	refrigerated	Hams		halal-#614A/2024
KD-029	Buinskiye Sausages — Halal (0.5 kg) — Kazan Delicacies	Buinskiye Sausages — Halal (0.5 kg) — Kazan Delicacies. SKU: KD-029. Article: 999997. Catalog classification: Refrigerated Products / Hams. Net weight: 0.5 kg. Shelf life: 30 суток. Storage: 0-6 ˚C. HS code: 160100. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request.	https://pepperoni.tatar/en/products/kd-029	https://pepperoni.tatar/images/products/kd-029-main.jpg?v=4027d1dc	https://pepperoni.tatar/images/products/kd-029-pack.jpg?v=417260e8	in_stock	398.00 RUB		Kazan Delicacies	4680638720271	999997	new	yes	431	Refrigerated Products > Hams > Buinskiye Sausages — Halal (0.5 kg) — Kazan Delicacies	0.500 kg		no	adult	no	RU	Kazan Delicacies	halal	refrigerated	Hams		halal-#614A/2024
KD-030	Halal Boiled Beef Sausage «From Beef» (0.5 kg) — Kazan Delicacies	Halal Boiled Beef Sausage «From Beef» (0.5 kg) — Kazan Delicacies. SKU: KD-030. Article: 999941. Catalog classification: Refrigerated Products / Hams. Net weight: 0.5 kg. Shelf life: 30 суток. Storage: 0-6 ˚C. HS code: 160100. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request.	https://pepperoni.tatar/en/products/kd-030	https://pepperoni.tatar/images/products/kd-030-main.jpg?v=7faf7faf	https://pepperoni.tatar/images/products/kd-030-pack.jpg?v=2069a0c2	in_stock	350.00 RUB		Kazan Delicacies	4680638720547	999941	new	yes	431	Refrigerated Products > Hams > Halal Boiled Beef Sausage «From Beef» (0.5 kg) — Kazan Delicacies	0.500 kg		no	adult	no	RU	Kazan Delicacies	halal	refrigerated	Hams		halal-#614A/2024
KD-031	Assorted Halal Cooked Sausage (0.45 kg) — Kazan Delicacies	Assorted Halal Cooked Sausage (0.45 kg) — Kazan Delicacies. SKU: KD-031. Article: 999975. Catalog classification: Refrigerated Products / Smoked Meats. Net weight: 0.45 kg. Shelf life: 30 суток. Storage: 0-6 ˚C. HS code: 160100. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request.	https://pepperoni.tatar/en/products/kd-031	https://pepperoni.tatar/images/products/kd-031-main.jpg?v=9bff5ec7	https://pepperoni.tatar/images/products/kd-031-pack.jpg?v=3ecde64e	in_stock	216.00 RUB		Kazan Delicacies		999975	new	no	5740	Refrigerated Products > Smoked Meats > Assorted Halal Cooked Sausage (0.45 kg) — Kazan Delicacies	0.450 kg		no	adult	no	RU	Kazan Delicacies	halal	refrigerated	Smoked Meats		halal-#614A/2024
KD-032	"Halal Servelat ""Po-Tatarski"" (450 g) — Kazan Delicacies"	"Halal Servelat ""Po-Tatarski"" (450 g) — Kazan Delicacies. SKU: KD-032. Article: 999994. Catalog classification: Refrigerated Products / Smoked Meats. Net weight: 0.45 kg. Shelf life: 30 суток. Storage: 0-6 ˚C. HS code: 160100. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request."	https://pepperoni.tatar/en/products/kd-032	https://pepperoni.tatar/images/products/kd-032-main.jpg?v=a3eaf761	https://pepperoni.tatar/images/products/kd-032-pack.jpg?v=5fe9854d	in_stock	298.00 RUB		Kazan Delicacies	4680638720295	999994	new	yes	5740	"Refrigerated Products > Smoked Meats > Halal Servelat ""Po-Tatarski"" (450 g) — Kazan Delicacies"	0.450 kg		no	adult	no	RU	Kazan Delicacies	halal	refrigerated	Smoked Meats		halal-#614A/2024
KD-033	Halal Sausages Juicy 0.4 kg — Kazan Delicacies	Halal Sausages Juicy 0.4 kg — Kazan Delicacies. SKU: KD-033. Article: 999910. Catalog classification: Refrigerated Products / Smoked Meats. Net weight: 0.45 kg. Shelf life: 30 суток. Storage: 0-6 ˚C. HS code: 160100. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request.	https://pepperoni.tatar/en/products/kd-033	https://pepperoni.tatar/images/products/kd-033-main.jpg?v=97c8a31d	https://pepperoni.tatar/images/products/kd-033-slice.jpg?v=4e1bae41	in_stock	348.00 RUB		Kazan Delicacies	4680638720639	999910	new	yes	5740	Refrigerated Products > Smoked Meats > Halal Sausages Juicy 0.4 kg — Kazan Delicacies	0.450 kg		no	adult	no	RU	Kazan Delicacies	halal	refrigerated	Smoked Meats		halal-#614A/2024
KD-034	Halal Buinsky Sausages 240 g — Kazan Delicacies	Halal Buinsky Sausages 240 g — Kazan Delicacies. SKU: KD-034. Article: 999961. Catalog classification: Refrigerated Products / Smoked Meats. Net weight: 0.45 kg. Shelf life: 30 суток. Storage: 0-6 ˚C. HS code: 160100. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request.	https://pepperoni.tatar/en/products/kd-034	https://pepperoni.tatar/images/products/kd-034-main.jpg?v=725ebc01	https://pepperoni.tatar/images/products/kd-034-slice.jpg?v=1438cb10	in_stock	358.00 RUB		Kazan Delicacies	4680638720349	999961	new	yes	5740	Refrigerated Products > Smoked Meats > Halal Buinsky Sausages 240 g — Kazan Delicacies	0.450 kg		no	adult	no	RU	Kazan Delicacies	halal	refrigerated	Smoked Meats		halal-#614A/2024
KD-036	Halal boiled assorted meats 0.5 kg — Kazan Delicacies	Halal boiled assorted meats 0.5 kg — Kazan Delicacies. SKU: KD-036. Article: 995005. Catalog classification: Refrigerated Products / Smoked Meats. Net weight: 0.54 kg. Shelf life: 30 суток. Storage: 0-6 ˚C. HS code: 160100. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request.	https://pepperoni.tatar/en/products/kd-036	https://pepperoni.tatar/images/products/kd-036-main.jpg?v=72b9acb1	https://pepperoni.tatar/images/products/kd-036-slice.jpg?v=e6079c2b	in_stock	377.00 RUB		Kazan Delicacies	4680638721315	995005	new	yes	5740	Refrigerated Products > Smoked Meats > Halal boiled assorted meats 0.5 kg — Kazan Delicacies	0.540 kg		no	adult	no	RU	Kazan Delicacies	halal	refrigerated	Smoked Meats		halal-#614A/2024
KD-037	Halal Boiled Tender 0.5 kg — Kazan Delicacies	Halal Boiled Tender 0.5 kg — Kazan Delicacies. SKU: KD-037. Article: 995012. Catalog classification: Refrigerated Products / Smoked Meats. Net weight: 0.27 kg. Shelf life: 30 суток. Storage: 0-6 ˚C. HS code: 160100. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request.	https://pepperoni.tatar/en/products/kd-037	https://pepperoni.tatar/images/products/kd-037-main.jpg?v=884c8517	https://pepperoni.tatar/images/products/kd-037-slice.jpg?v=e6079c2b	in_stock	188.00 RUB		Kazan Delicacies	4680638721322	995012	new	yes	5740	Refrigerated Products > Smoked Meats > Halal Boiled Tender 0.5 kg — Kazan Delicacies	0.270 kg		no	adult	no	RU	Kazan Delicacies	halal	refrigerated	Smoked Meats		halal-#614A/2024
KD-038	Halal Turkey Ham 0.5 kg — Kazan Delicacies	Halal Turkey Ham 0.5 kg — Kazan Delicacies. SKU: KD-038. Article: 995006. Catalog classification: Refrigerated Products / Smoked Meats. Net weight: 0.54 kg. Shelf life: 30 суток. Storage: 0-6 ˚C. HS code: 160100. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request.	https://pepperoni.tatar/en/products/kd-038	https://pepperoni.tatar/images/products/kd-038-main.jpg?v=40304091	https://pepperoni.tatar/images/products/kd-038-slice.jpg?v=ada87c69	in_stock	362.00 RUB		Kazan Delicacies	4680638721339	995006	new	yes	5740	Refrigerated Products > Smoked Meats > Halal Turkey Ham 0.5 kg — Kazan Delicacies	0.540 kg		no	adult	no	RU	Kazan Delicacies	halal	refrigerated	Smoked Meats		halal-#614A/2024
KD-039	Halal Marble Beef Ham 0.5 kg — Kazan Delicacies	Halal Marble Beef Ham 0.5 kg — Kazan Delicacies. SKU: KD-039. Article: 995011. Catalog classification: Refrigerated Products / Smoked Meats. Net weight: 0.27 kg. Shelf life: 30 суток. Storage: 0-6 ˚C. HS code: 160100. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request.	https://pepperoni.tatar/en/products/kd-039	https://pepperoni.tatar/images/products/kd-039-main.jpg?v=3f5f733b	https://pepperoni.tatar/images/products/kd-039-pack.jpg?v=bbf0cd3d,https://pepperoni.tatar/images/products/kd-039-slice.jpg?v=ada87c69	in_stock	181.00 RUB		Kazan Delicacies	4680638721346	995011	new	yes	5740	Refrigerated Products > Smoked Meats > Halal Marble Beef Ham 0.5 kg — Kazan Delicacies	0.270 kg		no	adult	no	RU	Kazan Delicacies	halal	refrigerated	Smoked Meats		halal-#614A/2024
KD-040	Chicken Ham Halal 0.5 kg — Kazan Delicacies	Chicken Ham Halal 0.5 kg — Kazan Delicacies. SKU: KD-040. Article: 995007. Catalog classification: Refrigerated Products / Smoked Meats. Net weight: 0.54 kg. Shelf life: 30 суток. Storage: 0-6 ˚C. HS code: 160100. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request.	https://pepperoni.tatar/en/products/kd-040	https://pepperoni.tatar/images/products/kd-040-main.jpg?v=1c224d29	https://pepperoni.tatar/images/products/kd-040-pack.jpg?v=f3661c6e,https://pepperoni.tatar/images/products/kd-040-slice.jpg?v=1b40cfc1	in_stock	333.00 RUB		Kazan Delicacies	4680638721353	995007	new	yes	5740	Refrigerated Products > Smoked Meats > Chicken Ham Halal 0.5 kg — Kazan Delicacies	0.540 kg		no	adult	no	RU	Kazan Delicacies	halal	refrigerated	Smoked Meats		halal-#614A/2024
KD-041	Halal Filley Ham 0.5 kg — Kazan Delicacies	Halal Filley Ham 0.5 kg — Kazan Delicacies. SKU: KD-041. Article: 995013. Catalog classification: Refrigerated Products / Smoked Meats. Net weight: 0.27 kg. Shelf life: 30 суток. Storage: 0-6 ˚C. HS code: 160100. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request.	https://pepperoni.tatar/en/products/kd-041	https://pepperoni.tatar/images/products/kd-041-main.jpg?v=6c7fdeac	https://pepperoni.tatar/images/products/kd-041-pack.jpg?v=0f0d111a	in_stock	166.00 RUB		Kazan Delicacies	4680638721360	995013	new	yes	5740	Refrigerated Products > Smoked Meats > Halal Filley Ham 0.5 kg — Kazan Delicacies	0.270 kg		no	adult	no	RU	Kazan Delicacies	halal	refrigerated	Smoked Meats		halal-#614A/2024
KD-042	Halal Servelat Khansky 0.45 kg — Kazan Delicacies	Halal Servelat Khansky 0.45 kg — Kazan Delicacies. SKU: KD-042. Article: 995008. Catalog classification: Refrigerated Products / Smoked Meats. Net weight: 0.54 kg. Shelf life: 30 суток. Storage: 0-6 ˚C. HS code: 160100. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request.	https://pepperoni.tatar/en/products/kd-042	https://pepperoni.tatar/images/products/kd-042-main.jpg?v=bdd7515b		in_stock	362.00 RUB		Kazan Delicacies	4680638721377	995008	new	yes	5740	Refrigerated Products > Smoked Meats > Halal Servelat Khansky 0.45 kg — Kazan Delicacies	0.540 kg		no	adult	no	RU	Kazan Delicacies	halal	refrigerated	Smoked Meats		halal-#614A/2024
KD-043	Halal Smoked Chicken Fillet (0.27 kg) — Kazan Delicacies	Halal Smoked Chicken Fillet (0.27 kg) — Kazan Delicacies. SKU: KD-043. Article: 995010. Catalog classification: Refrigerated Products / Smoked Meats. Net weight: 0.27 kg. Shelf life: 30 суток. Storage: 0-6 ˚C. HS code: 160100. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request.	https://pepperoni.tatar/en/products/kd-043	https://pepperoni.tatar/images/products/kd-043-main.jpg?v=9fe364da		in_stock	181.00 RUB		Kazan Delicacies	4680638721384	995010	new	yes	5740	Refrigerated Products > Smoked Meats > Halal Smoked Chicken Fillet (0.27 kg) — Kazan Delicacies	0.270 kg		no	adult	no	RU	Kazan Delicacies	halal	refrigerated	Smoked Meats		halal-#614A/2024
KD-044	Halal Smoked Turkey Sausage (0.2 kg) — Kazan Delicacies	Halal Smoked Turkey Sausage (0.2 kg) — Kazan Delicacies. SKU: KD-044. Article: 999911. Catalog classification: Refrigerated Products / Premium Kazylyk. Net weight: 0.2 kg. Shelf life: 180 суток. Storage: 0-12 ˚C. HS code: 160100. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request.	https://pepperoni.tatar/en/products/kd-044	https://pepperoni.tatar/images/products/kd-044-main.jpg?v=6333ee16	https://pepperoni.tatar/images/products/kd-044-pack.jpg?v=8ffdb0db,https://pepperoni.tatar/images/products/kd-044-slice.jpg?v=52538cc1	in_stock	650.00 RUB		Kazan Delicacies	4680638721209	999911	new	yes	5740	Refrigerated Products > Premium Kazylyk > Halal Smoked Turkey Sausage (0.2 kg) — Kazan Delicacies	0.200 kg		no	adult	no	RU	Kazan Delicacies	halal	refrigerated	Premium Kazylyk		halal-#614A/2024
KD-045	Authentic Kazylik, prepared according to the classic Tatar recipe, sliced into thin slices for convenient use in cafes, restaurants, hotels, shops, an	Authentic Kazylik, prepared according to the classic Tatar recipe, sliced into thin slices for convenient use in cafes, restaurants, hotels, shops, an. SKU: KD-045. Article: 999909. Catalog classification: Refrigerated Products / Premium Kazylyk. Net weight: 0.1 kg. Shelf life: 30 суток. Storage: 0-12 ˚C. HS code: 160100. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request.	https://pepperoni.tatar/en/products/kd-045	https://pepperoni.tatar/images/products/kd-045-main.jpg?v=b4f119e6		in_stock	450.00 RUB		Kazan Delicacies	4680638721148	999909	new	yes	5740	Refrigerated Products > Premium Kazylyk > Authentic Kazylik, prepared according to the classic Tatar recipe, sliced into thin slices for convenient use in cafes, restaurants, hotels, shops, an	0.100 kg		no	adult	no	RU	Kazan Delicacies	halal	refrigerated	Premium Kazylyk		halal-#614A/2024
KD-046	Halal Gubadiya with kort 100 g — Kazan Delicacies	Halal Gubadiya with kort 100 g — Kazan Delicacies. SKU: KD-046. Catalog classification: Bakery / Traditional Tatar Pastries. Net weight: 100 g. Shelf life: 360 суток. Storage: –18°C. HS code: 190590. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request.	https://pepperoni.tatar/en/products/kd-046	https://pepperoni.tatar/images/products/kd-046-main.jpg?v=6947f458	https://pepperoni.tatar/images/products/kd-046-pack.jpg?v=9c0aef3e	in_stock	56.00 RUB		Kazan Delicacies	4680638720844	KD-046	new	yes	1876	Bakery > Traditional Tatar Pastries > Halal Gubadiya with kort 100 g — Kazan Delicacies	0.100 kg	48	no	adult	no	RU	Kazan Delicacies	halal	bakery	Traditional Tatar Pastries		halal-#614A/2024
KD-047	Halal Fried cheburek 100 g — Kazan Delicacies	Halal Fried cheburek 100 g — Kazan Delicacies. SKU: KD-047. Catalog classification: Bakery / Traditional Tatar Pastries. Net weight: 100 g. Shelf life: 360 суток. Storage: –18°C. HS code: 190590. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request.	https://pepperoni.tatar/en/products/kd-047	https://pepperoni.tatar/images/products/kd-047-main.jpg?v=3fc8f620	https://pepperoni.tatar/images/products/kd-047-pack.jpg?v=d189ac0e	in_stock	58.86 RUB		Kazan Delicacies	4680638721032	KD-047	new	yes	1876	Bakery > Traditional Tatar Pastries > Halal Fried cheburek 100 g — Kazan Delicacies	0.100 kg	30	no	adult	no	RU	Kazan Delicacies	halal	bakery	Traditional Tatar Pastries		halal-#614A/2024
KD-048	Halal Fried peremyach 100 g — Kazan Delicacies	Halal Fried peremyach 100 g — Kazan Delicacies. SKU: KD-048. Catalog classification: Bakery / Traditional Tatar Pastries. Net weight: 100 g. Shelf life: 360 суток. Storage: –18°C. HS code: 190590. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request.	https://pepperoni.tatar/en/products/kd-048	https://pepperoni.tatar/images/products/kd-048-main.jpg?v=7386481c	https://pepperoni.tatar/images/products/kd-048-pack.jpg?v=3ef44184	in_stock	59.14 RUB		Kazan Delicacies	4680638720851	KD-048	new	yes	1876	Bakery > Traditional Tatar Pastries > Halal Fried peremyach 100 g — Kazan Delicacies	0.100 kg	48	no	adult	no	RU	Kazan Delicacies	halal	bakery	Traditional Tatar Pastries		halal-#614A/2024
KD-049	Halal Chicken samsa 120 g — Kazan Delicacies	Halal Chicken samsa 120 g — Kazan Delicacies. SKU: KD-049. Catalog classification: Bakery / Traditional Tatar Pastries. Net weight: 120 g. Shelf life: 360 суток. Storage: –18°C. HS code: 190590. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request.	https://pepperoni.tatar/en/products/kd-049	https://pepperoni.tatar/images/products/kd-049-main.jpg?v=233ca81f		in_stock	61.73 RUB		Kazan Delicacies	4680638720813	KD-049	new	yes	1876	Bakery > Traditional Tatar Pastries > Halal Chicken samsa 120 g — Kazan Delicacies	0.120 kg	48	no	adult	no	RU	Kazan Delicacies	halal	bakery	Traditional Tatar Pastries		halal-#614A/2024
KD-050	Halal Echpochmak with beef and potato 100 g — Kazan Delicacies	Halal Echpochmak with beef and potato 100 g — Kazan Delicacies. SKU: KD-050. Catalog classification: Bakery / Traditional Tatar Pastries. Net weight: 100 g. Shelf life: 360 суток. Storage: –18°C. HS code: 190590. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request.	https://pepperoni.tatar/en/products/kd-050	https://pepperoni.tatar/images/products/kd-050-main.jpg?v=343ea601	https://pepperoni.tatar/images/products/kd-050-pack.jpg?v=56dbb770	in_stock	68.77 RUB		Kazan Delicacies	4680638720660	KD-050	new	yes	1876	Bakery > Traditional Tatar Pastries > Halal Echpochmak with beef and potato 100 g — Kazan Delicacies	0.100 kg	48	no	adult	no	RU	Kazan Delicacies	halal	bakery	Traditional Tatar Pastries		halal-#614A/2024
KD-051	Halal Beef samsa 120 g — Kazan Delicacies	Halal Beef samsa 120 g — Kazan Delicacies. SKU: KD-051. Catalog classification: Bakery / Traditional Tatar Pastries. Net weight: 120 g. Shelf life: 360 суток. Storage: –18°C. HS code: 190590. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request.	https://pepperoni.tatar/en/products/kd-051	https://pepperoni.tatar/images/products/kd-051-main.jpg?v=db052759	https://pepperoni.tatar/images/products/kd-051-pack.jpg?v=37384d07	in_stock	73.14 RUB		Kazan Delicacies	4680638720790	KD-051	new	yes	1876	Bakery > Traditional Tatar Pastries > Halal Beef samsa 120 g — Kazan Delicacies	0.120 kg	48	no	adult	no	RU	Kazan Delicacies	halal	bakery	Traditional Tatar Pastries		halal-#614A/2024
KD-052	Halal Elesh with chicken and potato 150 g — Kazan Delicacies	Halal Elesh with chicken and potato 150 g — Kazan Delicacies. SKU: KD-052. Catalog classification: Bakery / Traditional Tatar Pastries. Net weight: 150 g. Shelf life: 360 суток. Storage: –18°C. HS code: 190590. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request.	https://pepperoni.tatar/en/products/kd-052	https://pepperoni.tatar/images/products/kd-052-main.jpg?v=e4983f90	https://pepperoni.tatar/images/products/kd-052-pack.jpg?v=b95472cf	in_stock	77.84 RUB		Kazan Delicacies	4680638720677	KD-052	new	yes	1876	Bakery > Traditional Tatar Pastries > Halal Elesh with chicken and potato 150 g — Kazan Delicacies	0.150 kg	48	no	adult	no	RU	Kazan Delicacies	halal	bakery	Traditional Tatar Pastries		halal-#614A/2024
KD-053	Halal Chak-chak in plastic pack 300 g — Kazan Delicacies	Halal Chak-chak in plastic pack 300 g — Kazan Delicacies. SKU: KD-053. Catalog classification: Bakery / Traditional Tatar Pastries. Net weight: 300 g. Shelf life: 60 суток. Storage: до +18°C. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request.	https://pepperoni.tatar/en/products/kd-053	https://pepperoni.tatar/images/products/kd-053-main.jpg?v=3a3fac5b	https://pepperoni.tatar/images/products/kd-053-pack.jpg?v=49299708,https://pepperoni.tatar/images/products/kd-053-slice.jpg?v=6f9b9bf2	in_stock	194.70 RUB		Kazan Delicacies	4680638720820	KD-053	new	yes	1876	Bakery > Traditional Tatar Pastries > Halal Chak-chak in plastic pack 300 g — Kazan Delicacies	0.300 kg	1	no	adult	no	RU	Kazan Delicacies	halal	bakery	Traditional Tatar Pastries		halal-#614A/2024
KD-054	Halal Chak-chak in kraft gift pack 300 g — Kazan Delicacies	Halal Chak-chak in kraft gift pack 300 g — Kazan Delicacies. SKU: KD-054. Catalog classification: Bakery / Traditional Tatar Pastries. Net weight: 300 g. Shelf life: 60 суток. Storage: до +18°C. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request.	https://pepperoni.tatar/en/products/kd-054	https://pepperoni.tatar/images/products/kd-054-main.jpg?v=b6ca7c06	https://pepperoni.tatar/images/products/kd-054-pack.jpg?v=37b8ba6d,https://pepperoni.tatar/images/products/kd-054-slice.jpg?v=6a4fbd2a	in_stock	271.70 RUB		Kazan Delicacies	4680638720769	KD-054	new	yes	1876	Bakery > Traditional Tatar Pastries > Halal Chak-chak in kraft gift pack 300 g — Kazan Delicacies	0.300 kg	1	no	adult	no	RU	Kazan Delicacies	halal	bakery	Traditional Tatar Pastries		halal-#614A/2024
KD-055	Halal Sochnik with cottage cheese 100 g — Kazan Delicacies	Halal Sochnik with cottage cheese 100 g — Kazan Delicacies. SKU: KD-055. Catalog classification: Bakery / Classic Pastries. Net weight: 100 g. Shelf life: 360 суток. Storage: –18°C. HS code: 190590. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request.	https://pepperoni.tatar/en/products/kd-055	https://pepperoni.tatar/og-bakery-en.png		in_stock	44.00 RUB		Kazan Delicacies	4680638720837	KD-055	new	yes	1876	Bakery > Classic Pastries > Halal Sochnik with cottage cheese 100 g — Kazan Delicacies	0.100 kg	30	no	adult	no	RU	Kazan Delicacies	halal	bakery	Classic Pastries		halal-#614A/2024
KD-056	Halal Baked potato pie 100 g — Kazan Delicacies	Halal Baked potato pie 100 g — Kazan Delicacies. SKU: KD-056. Catalog classification: Bakery / Classic Pastries. Net weight: 100 g. Shelf life: 360 суток. Storage: –18°C. HS code: 190590. Manufacturer: Kazan Delicacies LLC, Kazan, Russia. Halal certificate DUM RT No. 614A/2024. Current availability, commercial terms, destination requirements and supporting documents are confirmed for the selected SKU on request.	https://pepperoni.tatar/en/products/kd-056	https://pepperoni.tatar/og-bakery-en.png		in_stock	44.74 RUB		Kazan Delicacies	4680638720714	KD-056	new	yes	1876	Bakery > Classic Pastries > Halal Baked potato pie 100 g — Kazan Delicacies	0.100 kg	48	no	adult	no	RU	Kazan Delicacies	halal	bakery	Classic Pastries		halal-#614A/2024
